Label,Brand_Clean,Name,Price,price_category,Rank,Quality_Score,Ingredients_List,Ingredients_Text,contains_irritants,irritant_list,Combination,Dry,Normal,Oily,Sensitive,Price_normalized,ingredient_complexity,brand_popularity_norm
Moisturizer,Fresh,Black Tea Firming Overnight Mask,92,Premium,4.1,0.18,"['water', 'glycerin', 'butylene glycol', 'jojoba esters', 'isohexadecane', 'ammonium acryloyldimethyltauratevp copolymer', 'dicaprylyl carbonate', 'camellia oleifera seed oil', 'pentylene glycol', 'ethylhexyl palmitate', 'mirabilis jalapa extract', 'glyceryl stearate', 'steareth-21', 'capryliccapric triglyceride', 'dimethicone', 'oxidized corn oil', 'butyrospermum parkii shea butter', 'cera alba beeswax', 'kigelia', 'africana fruit extract', 'saccharomyces ferment filtrate', 'camellia sinensis leaf extract', 'rubus fruticosus blackberry leaf extract', 'litichi chinensis seed extract', 'rosa damascena flower oil', 'sodium hyaluronate', 'adenosine', 'tocopheryl acetate', 'tocopherol', 'ceteareth-20', 'behenyl alcohol', 'fragrance', 'ceteareth-12', 'cetearyl alcohol', 'sodium citrate', 'sodium polyacrylate starch', 'sodium polyacrylate', 'sorbitan laurate', 'disodium edta', 'maltodextrin', 'silica', 'tetrasodium edta', 'hydroxyethylcellulose', 'acetyl dipeptide-1 cetyl ester', 'citric acid', 'ci 77891 titanium dioxide', 'bht', 'potassium sorbate', 'biotin', 'phenoxyethanol', 'linalool', 'citronellol', 'geraniol']",water glycerin butylene glycol jojoba esters isohexadecane ammonium acryloyldimethyltauratevp copolymer dicaprylyl carbonate camellia oleifera seed oil pentylene glycol ethylhexyl palmitate mirabilis jalapa extract glyceryl stearate steareth-21 capryliccapric triglyceride dimethicone oxidized corn oil butyrospermum parkii shea butter cera alba beeswax kigelia africana fruit extract saccharomyces ferment filtrate camellia sinensis leaf extract rubus fruticosus blackberry leaf extract litichi chinensis seed extract rosa damascena flower oil sodium hyaluronate adenosine tocopheryl acetate tocopherol ceteareth-20 behenyl alcohol fragrance ceteareth-12 cetearyl alcohol sodium citrate sodium polyacrylate starch sodium polyacrylate sorbitan laurate disodium edta maltodextrin silica tetrasodium edta hydroxyethylcellulose acetyl dipeptide-1 cetyl ester citric acid ci 77891 titanium dioxide bht potassium sorbate biotin phenoxyethanol linalool citronellol geraniol,True,"['behenyl alcohol', 'fragrance', 'cetearyl alcohol', 'citric acid', 'phenoxyethanol']",1,1,1,0,0,0.24250681198910082,53,0.5512820512820513
Moisturizer,Belif,The True Cream Moisturizing Bomb,38,Medium,4.6,0.08,"['water', 'glycerin', 'cyclohexasiloxane', 'hydrogenated polydecene', 'dipropylene glycol', 'macadamia ternifolia seed oil', '2-hexanediol', 'bis-peg-18 methyl ether dimethyl silane', 'triethylhexanoin', 'stearyl alcohol', 'glyceryl stearate', 'pentaerythrityl tetraethylhexanoate', 'peg-40 stearate', 'saccharomycesviscum album mistletoe ferment extract', 'lactobacillussoybean ferment extract', 'saccharomycesimperata cylindrica root ferment extract', 'cetearyl alcohol', 'ceteayl olivate', 'sorbitan olivate', 'hydrogenated lecithin', 'sorbitan stearate', 'stearic acid', 'peg-100 stearate', 'dimethicone', 'dimethiconevinyl dimethicone crosspolymer', 'poncirus trifoliata fruit extract', 'panthenol', 'avena sativa oat kernel extract', 'calendula officinalis flower extract', 'nepeta cataria extract', 'rubus idaeus raspberry leaf extract', 'baptisia tinctoria root extract', 'stellaria media chickweed extract', 'alchemilla vulgaris leaf extract', 'viola tricolor extract', 'rosa damascena flower extract', 'spiraea ulmaria flower extract', 'althaea officinalis root extract', 'symphytum officinale leaf extract', 'trifolium pratense clover flower extract', 'achillea millefolium flower extract', 'euphrasia officinalis extract', 'thuja occidentalis leaf extract', 'menyanthes trifoliata leaf extract', 'salix alba willow bark extract', 'chelidonium majus extract', 'urea', 'hydroxyethylpiperazine ethane sulfonic acid', 'glycosyl trehalose', 'hydrogenated starch hydrolysate', 'acrylatesc10-30 alkyl acrylate crosspolymer', 'carbomer', 'xanthan gum', 'trisodium edta', 'tromethamine', 'frgrance', 'citronnellol', 'limonene napiers original formula napiers moisture formula fragrances of natural origin']",water glycerin cyclohexasiloxane hydrogenated polydecene dipropylene glycol macadamia ternifolia seed oil 2-hexanediol bis-peg-18 methyl ether dimethyl silane triethylhexanoin stearyl alcohol glyceryl stearate pentaerythrityl tetraethylhexanoate peg-40 stearate saccharomycesviscum album mistletoe ferment extract lactobacillussoybean ferment extract saccharomycesimperata cylindrica root ferment extract cetearyl alcohol ceteayl olivate sorbitan olivate hydrogenated lecithin sorbitan stearate stearic acid peg-100 stearate dimethicone dimethiconevinyl dimethicone crosspolymer poncirus trifoliata fruit extract panthenol avena sativa oat kernel extract calendula officinalis flower extract nepeta cataria extract rubus idaeus raspberry leaf extract baptisia tinctoria root extract stellaria media chickweed extract alchemilla vulgaris leaf extract viola tricolor extract rosa damascena flower extract spiraea ulmaria flower extract althaea officinalis root extract symphytum officinale leaf extract trifolium pratense clover flower extract achillea millefolium flower extract euphrasia officinalis extract thuja occidentalis leaf extract menyanthes trifoliata leaf extract salix alba willow bark extract chelidonium majus extract urea hydroxyethylpiperazine ethane sulfonic acid glycosyl trehalose hydrogenated starch hydrolysate acrylatesc10-30 alkyl acrylate crosspolymer carbomer xanthan gum trisodium edta tromethamine frgrance citronnellol limonene napiers original formula napiers moisture formula fragrances of natural origin,True,"['stearyl alcohol', 'cetearyl alcohol', 'limonene napiers original formula napiers moisture formula fragrances of natural origin']",0,1,1,0,0,0.09536784741144415,58,0.21794871794871795
Moisturizer,Charlotte Tilbury,Charlotte's Magic Cream,100,Premium,4.4,0.1199999999999998,"['water', 'homosalate', 'glyceryl stearate se', 'ethylhexyl salicylate', 'butylene glycol', 'glycerin', 'butyl methoxydibenzoylmethane', 'octocrylene', 'cetyl alcohol', 'c12-15 alkyl benzoate', 'cyclopentasiloxane', 'dimethicone', 'phenoxyethanol', 'butyrospermum parkii shea butter', 'steareth-21', 'avena sativa oat kernel extract', 'carbomer', 'dimethiconol', 'potassium cetyl phosphate', 'chlorphenesin', 'caprylyl glycol', 'xanthan gum', 'hydrolyzed viola tricolor extract', 'allantoin', 'aloe barbadensis leaf juice', 'disodium edta', 'tocopheryl acetate', 'camellia oleifera seed oil', 'rosa canina fruit oil', 'rosa damascena flower water', 'sodium hydroxide', 'helianthus annuus sunflower seed oil', 'michelia alba leaf oil', 'sodium lactate', 'coco-glucoside', 'peg-8', 'ethylhexylglycerin', 'sodium hyaluronate', 'tocopherol', 'palmitoyl oligopeptide', 'palmitoyl tetrapeptide-7', 'ascorbyl palmitate', 'plumeria rubra flower extract', 'ascorbic acid', 'citric acid', 'nicotiana sylvestris leaf cell culture', 'linalool', 'citronellol', 'geraniol']",water homosalate glyceryl stearate se ethylhexyl salicylate butylene glycol glycerin butyl methoxydibenzoylmethane octocrylene cetyl alcohol c12-15 alkyl benzoate cyclopentasiloxane dimethicone phenoxyethanol butyrospermum parkii shea butter steareth-21 avena sativa oat kernel extract carbomer dimethiconol potassium cetyl phosphate chlorphenesin caprylyl glycol xanthan gum hydrolyzed viola tricolor extract allantoin aloe barbadensis leaf juice disodium edta tocopheryl acetate camellia oleifera seed oil rosa canina fruit oil rosa damascena flower water sodium hydroxide helianthus annuus sunflower seed oil michelia alba leaf oil sodium lactate coco-glucoside peg-8 ethylhexylglycerin sodium hyaluronate tocopherol palmitoyl oligopeptide palmitoyl tetrapeptide-7 ascorbyl palmitate plumeria rubra flower extract ascorbic acid citric acid nicotiana sylvestris leaf cell culture linalool citronellol geraniol,True,"['cetyl alcohol', 'phenoxyethanol', 'citric acid']",0,0,0,0,0,0.26430517711171664,49,0.05128205128205128
Moisturizer,Drunk Elephant,Virgin Marula Luxury Facial Oil Mini,40,Medium,4.5,0.0999999999999999,['100 unrefined sclerocraya birrea marula kernel oil'],100 unrefined sclerocraya birrea marula kernel oil,False,[],1,1,1,1,0,0.1008174386920981,1,0.24358974358974358
Moisturizer,Origins,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,34,Medium,4.4,0.1199999999999998,"['water', 'butylene glycol', 'peg-4', 'citrus aurantium dulcis orange oil', 'lavandula angustifolia lavender oil', 'pogostemon cablin patchouli oil', 'citrus nobilis mandarin orange peel oil', 'pelargonium graveolens flower oil', 'boswellia carterii olibanum oil', 'limonene', 'linalool', 'citronellol', 'geraniol', 'ganoderma lucidum reishi mushroom extract', 'fuscoporia obliqua sclerotium extract', 'cordyceps sinensis mushroom extract', 'ergothioneine', 'camelina sativa seed oil', 'lactobacillus ferment', 'hippophae rhamnoides extract', 'zingiber officinale ginger root extract', 'curcuma longa turmeric root extract', 'ocimum sanctum holy basil leaf extract', 'helianthus annuus sunflower seed oil', 'silybum marianum fruit extract', 'saccharomyces lysate extract', 'centella asiatica hydrocotyl extract', 'hypnea musciformis algae extract', 'caffeine', 'sucrose', 'salvia sclarea clary extract', 'saccharomyces ferment filtrate', 'peg-40 hydrogenated castor oil', 'gellidiella acerosa extract', 'trideceth-9', 'glycerin', 'glycereth-26', 'polysorbate 20', 'sodium hyaluronate', 'tocopheryl acetate', 'maltodextrin', 'pentylene glycol', 'sodium hydroxide', 'citric acid', 'potassium sorbate', 'phenoxyethanol']",water butylene glycol peg-4 citrus aurantium dulcis orange oil lavandula angustifolia lavender oil pogostemon cablin patchouli oil citrus nobilis mandarin orange peel oil pelargonium graveolens flower oil boswellia carterii olibanum oil limonene linalool citronellol geraniol ganoderma lucidum reishi mushroom extract fuscoporia obliqua sclerotium extract cordyceps sinensis mushroom extract ergothioneine camelina sativa seed oil lactobacillus ferment hippophae rhamnoides extract zingiber officinale ginger root extract curcuma longa turmeric root extract ocimum sanctum holy basil leaf extract helianthus annuus sunflower seed oil silybum marianum fruit extract saccharomyces lysate extract centella asiatica hydrocotyl extract hypnea musciformis algae extract caffeine sucrose salvia sclarea clary extract saccharomyces ferment filtrate peg-40 hydrogenated castor oil gellidiella acerosa extract trideceth-9 glycerin glycereth-26 polysorbate 20 sodium hyaluronate tocopheryl acetate maltodextrin pentylene glycol sodium hydroxide citric acid potassium sorbate phenoxyethanol,True,"['citrus aurantium dulcis orange oil', 'lavandula angustifolia lavender oil', 'citric acid', 'phenoxyethanol']",1,1,1,1,1,0.08446866485013624,46,0.6794871794871795
Moisturizer,Clinique,Dramatically Different Moisturizing Lotion+,28,Medium,3.9,0.2199999999999999,"['water', 'mineral oilparaffinum liquidumhuile minerale', 'glycerin', 'petrolatum', 'stearic acid', 'glyceryl stearate', 'sesamum indicum sesame oil', 'urea', 'lanolin alcohol', 'triethanolamine', 'hordeum vulgare barley extractextrait dorge', 'cucumis sativus cucumber fruit extract', 'helianthus annuus sunflower seedcake', 'propylene glycol dicaprate', 'sodium hyaluronate', 'butylene glycol', 'pentylene glycol', 'trisodium edta', 'phenoxyethanol', 'yellow 6 ci 15985', 'yellow 5 ci 19140', 'red 33 ci 17200']",water mineral oilparaffinum liquidumhuile minerale glycerin petrolatum stearic acid glyceryl stearate sesamum indicum sesame oil urea lanolin alcohol triethanolamine hordeum vulgare barley extractextrait dorge cucumis sativus cucumber fruit extract helianthus annuus sunflower seedcake propylene glycol dicaprate sodium hyaluronate butylene glycol pentylene glycol trisodium edta phenoxyethanol yellow 6 ci 15985 yellow 5 ci 19140 red 33 ci 17200,True,"['lanolin alcohol', 'triethanolamine', 'phenoxyethanol']",1,1,0,0,0,0.0681198910081744,22,1.0
Moisturizer,Sk-Ii,GenOptics Aura Essence Serum,240,Luxury,4.1,0.18,"['water', 'galactomyces ferment filtrate pitera', 'niacinamide', 'butylene glycol', 'triethylhexanoin', 'pentylene glycol', 'glycerin', 'nylon-12', 'phytosteryloctyldodecyl lauroyl glutamate', 'polymethylsilsesquioxane', 'boron nitride', 'panthenol', 'peg-20 sorbitan cocoate', 'inositol', 'capryliccapric triglyceride', 'mica', 'phenoxyethanol', 'acrylatesc10-30 alkyl acrylate crosspolymer', 'peg-11 methyl ether dimethicone', 'polyacrylamide', 'aminomethyl propanol', 'undecylenoyl phenylalanine', 'benzyl alcohol', 'c13-14 isoparaffin', 'disodium edta', 'hydrolyzed prunus domestica', 'xanthan gum', 'sodium benzoate', 'hexyldecanol', 'laureth-7', 'citrus reticulata peel extractcitrus reticulata tangerine peel extract', 'methylparaben', 'ascorbyl glucoside', 'prunus mume fruit extract', 'tocopherol', 'fragrance', 'limonene', 'citronellol', 'linalool', 'geraniol', 'ci 77891 titanium dioxide']",water galactomyces ferment filtrate pitera niacinamide butylene glycol triethylhexanoin pentylene glycol glycerin nylon-12 phytosteryloctyldodecyl lauroyl glutamate polymethylsilsesquioxane boron nitride panthenol peg-20 sorbitan cocoate inositol capryliccapric triglyceride mica phenoxyethanol acrylatesc10-30 alkyl acrylate crosspolymer peg-11 methyl ether dimethicone polyacrylamide aminomethyl propanol undecylenoyl phenylalanine benzyl alcohol c13-14 isoparaffin disodium edta hydrolyzed prunus domestica xanthan gum sodium benzoate hexyldecanol laureth-7 citrus reticulata peel extractcitrus reticulata tangerine peel extract methylparaben ascorbyl glucoside prunus mume fruit extract tocopherol fragrance limonene citronellol linalool geraniol ci 77891 titanium dioxide,True,"['phenoxyethanol', 'benzyl alcohol', 'fragrance']",1,1,1,1,1,0.6457765667574932,41,0.20512820512820512
Moisturizer,Fresh,Black Tea Kombucha Antioxidant Essence,68,Premium,4.4,0.1199999999999998,"['water', 'saccha-romyces ferment filtrate', 'glycerin', 'ca-mellia sinensis leaf extract', 'pentyleneglycol', 'polyglycerin-3', 'kigelia africanafruit extract', 'citrus unshiu peel extract', 'sodium hyaluronate', 'adenosine', 'to-copheryl acetate', 'tocopherol', 'butyleneglycol', 'diglycerin', 'peg-60 hydrogenat-ed castor oil', 'sodium benzoate', 'fragrance', 'disodium edta', 'hy-droxyethylcellulose', 'sodium citrate', 'bht', 'citric acid', 'potassium sorbate', 'biotin', 'phenoxyethanol', 'linalool', 'citronellol', 'geraniol']",water saccha-romyces ferment filtrate glycerin ca-mellia sinensis leaf extract pentyleneglycol polyglycerin-3 kigelia africanafruit extract citrus unshiu peel extract sodium hyaluronate adenosine to-copheryl acetate tocopherol butyleneglycol diglycerin peg-60 hydrogenat-ed castor oil sodium benzoate fragrance disodium edta hy-droxyethylcellulose sodium citrate bht citric acid potassium sorbate biotin phenoxyethanol linalool citronellol geraniol,True,"['fragrance', 'citric acid', 'phenoxyethanol']",0,0,0,0,0,0.1771117166212534,28,0.5512820512820513
Moisturizer,Tatcha,Pure One Step Camellia Cleansing Oil,48,Medium,4.5,0.0999999999999999,"['cetyl ethylhexanoate', 'oryza sativa rice bran oil', 'polyglyceryl-10 dioleate', 'polyglyceryl-2 sesquicaprylate', 'camellia japonica seed oil', 'camellia sinensis green tea leaf extract', 'algae extract', 'water', 'glyceryl behenateeicosadioate', 'glycerin', 'ethylhexylglycerin', 'fragrance natural', 'alcohol', 'phenoxyethanol']",cetyl ethylhexanoate oryza sativa rice bran oil polyglyceryl-10 dioleate polyglyceryl-2 sesquicaprylate camellia japonica seed oil camellia sinensis green tea leaf extract algae extract water glyceryl behenateeicosadioate glycerin ethylhexylglycerin fragrance natural alcohol phenoxyethanol,True,"['fragrance natural', 'alcohol', 'phenoxyethanol']",1,1,1,1,1,0.1226158038147139,14,0.23076923076923078
Moisturizer,Olehenriksen,Sheer Transformation® Perfecting Moisturizer,38,Medium,4.2,0.1599999999999999,['visit the olehenriksen boutique'],visit the olehenriksen boutique,False,[],1,1,1,1,1,0.09536784741144415,1,0.3333333333333333
Moisturizer,Josie Maran,100 percent Pure Argan Oil,48,Medium,4.5,0.0999999999999999,['organic argania spinosa argan kernel oil organic natural'],organic argania spinosa argan kernel oil organic natural,False,[],0,1,0,1,1,0.1226158038147139,1,0.10256410256410256
Moisturizer,It Cosmetics,Your Skin But Better CC+ Cream Oil-Free Matte with SPF 40,38,Medium,3.9,0.2199999999999999,"['water', 'dimethicone', 'butylene glycol dicaprylatedicaprate', 'butylene glycol', 'titanium dioxide nano', 'titanium dioxide', 'zinc oxide', 'cyclopentasiloxane', 'dimethiconevinyl dimethicone crosspolymer', 'butyloctyl salicylate', 'cetyl pegppg-101 dimethicone', 'snail secretion filtrate', 'sodium chloride', 'bis-diglyceryl polyacyladipate-2', 'aluminum hydroxide', 'stearic acid', 'disteardimonium hectorite', 'sorbitan isostearate', 'polyglyceryl-4 isostearate', 'hexyl laurate', 'triethoxycaprylylsilane', 'triethyl citrate', 'ethyl hexanediol', 'sodium benzoate', 'potassium sorbate', 'polymethylsilsesquioxane', 'tocopheryl acetate', 'phenoxyethanol', 'disodium edta', 'canadian colloidal clay', 'moroccan lava clay', 'avena sativa kernel extract', 'oat kernel extract', 'glycerin', 'niacinamide', 'curcuma longa root extract', 'turmeric root extract', 'sulfur', 'cholesterol', 'anthemis nobilis flower water', 'perfluorohexane', 'persea gratissima fruit extract', 'avocado fruit extract', 'maltodextrin', '2-hexanediol', 'vitis vinifera seed extract', 'grape seed extract', 'camellia sinensis leaf extract', 'salix alba bark extract', 'willow bark extract', 'magnolia kobus bark extract', 'chrysanthemum indicum flower extract', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'glycine soja sprout extract', 'soybean sprout extract', 'perfluorodecalin', 'serica extract', 'silk extract', 'hydrolyzed silk', 'aloe barbadensis leaf extract', 'perfluoromethylcyclopentane', 'citric acid', 'olea europaea olive leaf extract', 'artemisia princeps leaf extract', 'cinnamomum cassia bark extract', 'pueraria lobata root extract', 'diospyros kaki leaf extract', 'morus alba fruit extract', 'steareth-20', 'melaleuca alternifolia flowerleafstem extract - tea tree flowerleafstem extract', 'punica granatum fruit juice', 'hydrolyzed collagen', 'ethylhexylglycerin', 'charcoal powder', 'lactobacillushoneysuckle flowerlicorice rootmorus alba rootpueraria lobata rootschisandra chinensis fruitscutellaria baicalensis rootsophora japonica flower extract ferment filtrate', 'chlorhexidine digluconate', 'n-hydroxysuccinimide', 'palmitoyl tripeptide-1', 'hydrolyzed hyaluronic acid', 'chrysin', 'palmitoyl tetrapeptide-7', '- may contain ci 77491', 'ci 77492', 'ci 77499', 'iron oxides', 'ci 77891', 'titanium dioxide']",water dimethicone butylene glycol dicaprylatedicaprate butylene glycol titanium dioxide nano titanium dioxide zinc oxide cyclopentasiloxane dimethiconevinyl dimethicone crosspolymer butyloctyl salicylate cetyl pegppg-101 dimethicone snail secretion filtrate sodium chloride bis-diglyceryl polyacyladipate-2 aluminum hydroxide stearic acid disteardimonium hectorite sorbitan isostearate polyglyceryl-4 isostearate hexyl laurate triethoxycaprylylsilane triethyl citrate ethyl hexanediol sodium benzoate potassium sorbate polymethylsilsesquioxane tocopheryl acetate phenoxyethanol disodium edta canadian colloidal clay moroccan lava clay avena sativa kernel extract oat kernel extract glycerin niacinamide curcuma longa root extract turmeric root extract sulfur cholesterol anthemis nobilis flower water perfluorohexane persea gratissima fruit extract avocado fruit extract maltodextrin 2-hexanediol vitis vinifera seed extract grape seed extract camellia sinensis leaf extract salix alba bark extract willow bark extract magnolia kobus bark extract chrysanthemum indicum flower extract pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate glycine soja sprout extract soybean sprout extract perfluorodecalin serica extract silk extract hydrolyzed silk aloe barbadensis leaf extract perfluoromethylcyclopentane citric acid olea europaea olive leaf extract artemisia princeps leaf extract cinnamomum cassia bark extract pueraria lobata root extract diospyros kaki leaf extract morus alba fruit extract steareth-20 melaleuca alternifolia flowerleafstem extract - tea tree flowerleafstem extract punica granatum fruit juice hydrolyzed collagen ethylhexylglycerin charcoal powder lactobacillushoneysuckle flowerlicorice rootmorus alba rootpueraria lobata rootschisandra chinensis fruitscutellaria baicalensis rootsophora japonica flower extract ferment filtrate chlorhexidine digluconate n-hydroxysuccinimide palmitoyl tripeptide-1 hydrolyzed hyaluronic acid chrysin palmitoyl tetrapeptide-7 - may contain ci 77491 ci 77492 ci 77499 iron oxides ci 77891 titanium dioxide,True,"['phenoxyethanol', 'citric acid']",1,1,1,1,0,0.09536784741144415,87,0.19230769230769232
Moisturizer,Farsáli,Unicorn Essence Antioxidant Primer Serum,54,Premium,3.9,0.2199999999999999,"['water', 'propanediol', 'glycerin', 'polysorbate 20', 'glyceryl polyacrylate', 'euterpe oleracea açaí fruit extract', 'vaccinium angustifolium blueberry fruit extract', 'lycium barbarum goji fruit extract', 'sambucus nigra elder berry fruit extract', 'tamarindus indica seed polysaccharide', 'phenoxyethanol', 'ethylhexylglycerin', 'hydroxyethyl acrylatesodium acryloyldimethyl taurate copolymer', 'vanilla planifolia fruit extract', 'citrus aurantium bergamia bergamot fruit oil', 'citrus paradisi grapefruit peel oil', 'red 33', 'red 4', 'blue 1', 'mica', 'titanium dioxide']",water propanediol glycerin polysorbate 20 glyceryl polyacrylate euterpe oleracea açaí fruit extract vaccinium angustifolium blueberry fruit extract lycium barbarum goji fruit extract sambucus nigra elder berry fruit extract tamarindus indica seed polysaccharide phenoxyethanol ethylhexylglycerin hydroxyethyl acrylatesodium acryloyldimethyl taurate copolymer vanilla planifolia fruit extract citrus aurantium bergamia bergamot fruit oil citrus paradisi grapefruit peel oil red 33 red 4 blue 1 mica titanium dioxide,True,['phenoxyethanol'],0,0,0,0,0,0.13896457765667575,21,0.038461538461538464
Moisturizer,Laneige,Water Sleeping Mask,25,Medium,4.4,0.1199999999999998,"['water', 'butylene glycol', 'cyclopentasiloxane', 'glycerin', 'cyclohexasiloxane', 'trehalose', 'sodium hyaluronate', 'oenothera biennis evening primrose root extract', 'prunus armeniaca apricot fruit extract', 'beta-glucan', 'chenopodium quinoa seed extract', 'ascorbyl glucoside', 'magnesium sulfate', 'zinc sulfate', 'manganese sulfate', 'calcium chloride', 'potassium alginate', 'ammonium acryloyldimethyltaurate', 'vp copolymer', 'polysorbate 20', 'dimethicone', 'dimethiconol', 'dimethicone', 'vinyl dimethicone crosspolymer', 'propanediol', 'ethylhexylglycerin', 'stearyl behenate', 'polyglyceryl-3 methylglucose distearate', 'hydroxypropyl bispalmitamide mea', 'inulin lauryl carbamate', 'alcohol', '2-hexanediol', 'caprylyl glycol', 'carbomer', 'tromethamine', 'disodium edta', 'phenoxyethanol', 'fragrance', 'blue 1 ci 42090']",water butylene glycol cyclopentasiloxane glycerin cyclohexasiloxane trehalose sodium hyaluronate oenothera biennis evening primrose root extract prunus armeniaca apricot fruit extract beta-glucan chenopodium quinoa seed extract ascorbyl glucoside magnesium sulfate zinc sulfate manganese sulfate calcium chloride potassium alginate ammonium acryloyldimethyltaurate vp copolymer polysorbate 20 dimethicone dimethiconol dimethicone vinyl dimethicone crosspolymer propanediol ethylhexylglycerin stearyl behenate polyglyceryl-3 methylglucose distearate hydroxypropyl bispalmitamide mea inulin lauryl carbamate alcohol 2-hexanediol caprylyl glycol carbomer tromethamine disodium edta phenoxyethanol fragrance blue 1 ci 42090,True,"['alcohol', 'phenoxyethanol', 'fragrance']",1,1,1,1,1,0.05994550408719346,39,0.21794871794871795
Moisturizer,Laneige,Water Bank Moisture Cream,35,Medium,4.4,0.1199999999999998,"['water', 'glycerin', 'butylene glycol', 'squalane', 'dimethicone', 'pentaerythrityl tetraethylhexanoate', 'bis-peg-18 methyl ether dimethyl silane', 'dicaprylyl ether', 'cyclopentasiloxane', 'sucrose polystearate', 'cyclohexasiloxane', 'glyceryl stearate', 'urea', 'chenopodium quinoa seed extract', 'salicornia herbacea extract', 'magnesium sulfate', 'manganese sulfate', 'calcium chloride', 'zinc sulfate', 'sodium hyaluronate', 'limnanthes alba meadowfoam seed oil', 'copper tripeptide-1', 'ceramide 3', 'phytosphingosine', 'niacinamide', 'myristyl myristate', 'glyceryl undecylenate', 'acetyl glucosamine', 'cetearyl alcohol', 'cetyl ethylhexanoate', 'tocopherol', 'propanediol', 'stearic acid', 'ascorbyl glucoside', 'hydrogenated lecithin', 'xanthan gum', 'trisiloxane', 'palmitic acid', 'potassium cetyl phosphate', 'polyglyceryl-10 stearate', 'polyacrylate-13', 'polyisobutene', 'propylene glycol', 'peg-100 stearate', 'acrylates', 'c10-30 alkyl acrylate crosspolymer', 'peg-5 rapeseed sterol', 'hydroxyethyl acrylate', 'sodium acryloyldimethyl taurate copolymer', 'hydrogenated polyisobutene', 'polysorbate 20', 'tromethamine', 'disodium edta', 'glyceryl caprylate', 'ethylhexylglycerin', 'fragrance']",water glycerin butylene glycol squalane dimethicone pentaerythrityl tetraethylhexanoate bis-peg-18 methyl ether dimethyl silane dicaprylyl ether cyclopentasiloxane sucrose polystearate cyclohexasiloxane glyceryl stearate urea chenopodium quinoa seed extract salicornia herbacea extract magnesium sulfate manganese sulfate calcium chloride zinc sulfate sodium hyaluronate limnanthes alba meadowfoam seed oil copper tripeptide-1 ceramide 3 phytosphingosine niacinamide myristyl myristate glyceryl undecylenate acetyl glucosamine cetearyl alcohol cetyl ethylhexanoate tocopherol propanediol stearic acid ascorbyl glucoside hydrogenated lecithin xanthan gum trisiloxane palmitic acid potassium cetyl phosphate polyglyceryl-10 stearate polyacrylate-13 polyisobutene propylene glycol peg-100 stearate acrylates c10-30 alkyl acrylate crosspolymer peg-5 rapeseed sterol hydroxyethyl acrylate sodium acryloyldimethyl taurate copolymer hydrogenated polyisobutene polysorbate 20 tromethamine disodium edta glyceryl caprylate ethylhexylglycerin fragrance,True,"['cetearyl alcohol', 'fragrance']",0,1,1,0,1,0.08719346049046321,56,0.21794871794871795
Moisturizer,Sk-Ii,Facial Treatment Essence Mini,99,Premium,4.1,0.18,"['galactomyces ferment filtrate pitera', 'butylene glycol', 'pentylene glycol', 'water', 'sodium benzoate', 'methylparaben', 'sorbic acid']",galactomyces ferment filtrate pitera butylene glycol pentylene glycol water sodium benzoate methylparaben sorbic acid,False,[],1,1,1,1,1,0.2615803814713896,7,0.20512820512820512
Moisturizer,Dr. Jart+,Premium Beauty Balm SPF 45,39,Medium,4.2,0.1599999999999999,['name'],name,False,[],0,0,0,0,0,0.09809264305177112,1,0.5128205128205128
Moisturizer,Tatcha,Luminous Dewy Skin Mist,48,Medium,4.0,0.1999999999999999,"['water', 'glycerin', 'squalane olive origin', 'cyclopentasiloxane', 'propanediol', 'triethylhexanoin', 'camellia japonica seed oil', 'inositol rice extract', 'algae extract', 'sericin silk extract', 'glycyrrhiza glabra licorice root extract', 'oryza sativa rice germ oil', 'camellia sinensis green tea leaf extract', 'chondrus crispus red algae extract', 'panax ginseng root extract', 'royal jelly extract', 'zizyphus jujuba fruit extract', 'thymus serpillum thyme extract', 'scutellaria baicalensis root extract', 'polyglyceryl-2 diisostearate', 'ppg-5-ceteth-10 phosphate', 'trideceth-12', 'sodiumlauroyl lactylate', 'sorbitan stearate', 'ethylhexylglycerin', 'behenyl alcohol', 'glyceryl stearate se', 'fragrance', 'sodium hyaluronate', 'alcohol', 'phenoxyethanol']",water glycerin squalane olive origin cyclopentasiloxane propanediol triethylhexanoin camellia japonica seed oil inositol rice extract algae extract sericin silk extract glycyrrhiza glabra licorice root extract oryza sativa rice germ oil camellia sinensis green tea leaf extract chondrus crispus red algae extract panax ginseng root extract royal jelly extract zizyphus jujuba fruit extract thymus serpillum thyme extract scutellaria baicalensis root extract polyglyceryl-2 diisostearate ppg-5-ceteth-10 phosphate trideceth-12 sodiumlauroyl lactylate sorbitan stearate ethylhexylglycerin behenyl alcohol glyceryl stearate se fragrance sodium hyaluronate alcohol phenoxyethanol,True,"['behenyl alcohol', 'fragrance', 'alcohol', 'phenoxyethanol']",1,1,1,0,1,0.1226158038147139,31,0.23076923076923078
